path,true_class,predicted_class,confidence,true_pdf_id,pred_pdf_id
train\Pick-Up\04373_Dodge-Dakota-Club-Cab-2007_jpg.rf.f1db2e2b8ae93a8d75c66ad77f426f49.jpg,PICKUP,ACIK_TEKERLEK,0.570,8,5
train\Pick-Up\06711_Dodge-Dakota-Crew-Cab-2010_jpg.rf.0650cbce415caef79dd0ba23dcacd48f.jpg,PICKUP,SUV,0.603,8,1
train\Pick-Up\07101_Dodge-Ram-Pickup-3500-Crew-Cab-2010_jpg.rf.e2ee0f765f2da08d7e5399e3ca588209.jpg,PICKUP,ACIK_TEKERLEK,0.797,8,5
train\Pick-Up\202104081138545_jpg.rf.7df95397d90c8d6a9e9c8be9d54efcfe.jpg,PICKUP,ACIK_TEKERLEK,0.687,8,5
train\Pick-Up\202104091154837_jpg.rf.86800c3396eb6f6af5eec8ee93ef8f53.jpg,PICKUP,HATCHBACK,0.674,8,7
train\Pick-Up\202104151418513_jpg.rf.e56409e2ea0f97fd486fdc7dbdc86159.jpg,PICKUP,ACIK_TEKERLEK,0.565,8,5
train\Pick-Up\34_jpg.rf.aae7f4c6587c3b40f1e3340f6c698c4d.jpg,PICKUP,HATCHBACK,0.591,8,7
train\Pick-Up\41_jpg.rf.214d74d7d261f05ffc2f2c7ab4edb14f.jpg,PICKUP,SUV,0.571,8,1
train\Pick-Up\60_jpg.rf.04ccca225bd356d6c30dda2776b69f22.jpg,PICKUP,ACIK_TEKERLEK,0.725,8,5
train\Pick-Up\63_jpg.rf.edccf7307acadc217f7f83eabd660533.jpg,PICKUP,SUV,0.653,8,1
train\Pick-Up\98_jpg.rf.3a431f28b7ba8b82bbfd0b16720d23fb.jpg,PICKUP,ACIK_TEKERLEK,0.616,8,5
train\Pick-Up\Image_63_jpg.rf.74b6bd0e40779c0abc2e96c254ebc0d0.jpg,PICKUP,ACIK_TEKERLEK,0.553,8,5
train\Pick-Up\Image_92_jpg.rf.ac9404fb013dbdf123d77095c48651c0.jpg,PICKUP,ACIK_TEKERLEK,0.668,8,5
